,0
0,0.03352469967756264
1,0.03414569408189959
2,0.031589795209762836
3,0.03408902041471826
4,0.0360563656051133
5,0.03639741878085269
6,0.03714969283454772
7,0.033359644941699046
8,0.03258188357734401
9,0.03203866306950316
10,0.031990587569772355
11,0.032890208038277316
12,0.0334244655885339
13,0.031235283198036513
14,0.03265370563481592
15,0.032204847374815965
16,0.028113450832363406
17,0.0256605251751719
18,0.028143514019262433
19,0.027415828100546866
20,0.02790157176292947
21,0.02792061764780685
22,0.027188275855015917
23,0.0276634726026546
24,0.027269844848868283
25,0.030336965094307274
26,0.028930049546307953
27,0.02941114053452865
28,0.027947954508443187
29,0.028966189368855855
30,0.03153050401337625
31,0.8547161470052016
32,0.8551448330107885
33,0.8449631691881409
34,0.8301239673351298
35,0.8386738800907695
36,0.8395178892633598
37,0.02979091906288666
38,0.029624859554198555
39,0.030551932080224185
40,0.030032586126662587
41,0.028902344695624426
42,0.029079831095256265
43,0.029536241151007336
44,0.02965162043041319
45,0.030282883357023574
46,0.03069107071702496
47,0.03061271443628027
48,0.0320204619617776
49,0.03269053023884295
50,0.03417792361020687
51,0.03359626894187169
52,0.03181985298752816
53,0.02990832388750881
54,0.030898850697324502
55,0.03254418539694408
56,0.03125513866101772
57,0.031742597477011594
58,0.03219778516582329
59,0.02702120197376294
60,0.02738920802052419
61,0.02917939320245969
62,0.031040562064542178
63,0.03194243847203211
64,0.032943764989754584
65,0.033957987158696114
66,0.03370645156182848
67,0.03477645622205444
68,0.03320015805524518
69,0.03373042371346808
70,0.03407357443247647
71,0.03330353765919905
72,0.034781795277652204
73,0.034307425707641344
74,0.034983013835414606
75,0.03608782715419166
76,0.037557057816791466
77,0.03791410575992998
78,0.03762684472930672
79,0.03753899430534442
80,0.038081774825085374
81,0.0385065937352632
82,0.036771799055214036
83,0.037382057749913274
84,0.037604086944822854
85,0.0371013965407886
86,0.03809454567967973
87,0.0381999684283739
88,0.037217882990249494
89,0.03678754902923394
90,0.0364666393086866
91,0.03479163181160937
92,0.032058236940100425
93,0.03253603841729055
94,0.0329498320256631
95,0.034803276296667976
96,0.03354595670263664
97,0.0349451748588227
98,0.03553677645812921
99,0.03627912758020382
100,0.03786539507737858
101,0.0372581699006336
102,0.03429480044910914
103,0.03481470958743861
104,0.034390068272457476
105,0.03427604735631279
106,0.03516486971686769
107,0.03472384484500279
108,0.03522404571636994
109,0.034660872148187534
110,0.03425978699609699
111,0.03513616809314329
112,0.03384842852186283
113,0.03456992580795863
114,0.03516881041028612
115,0.03600961806946584
116,0.03743713786019458
117,0.034617514920844444
118,0.03706736386125006
119,0.03629400237789408
120,0.037478194349764335
121,0.0378235770084068
122,0.03595648670647794
123,0.0358951363657838
124,0.03495257305872802
125,0.034224853540921196
126,0.03377546729520135
127,0.03242847972636593
128,0.03298490627703087
129,0.034250611244268044
130,0.03517941172355876
131,0.03566472179766837
132,0.03809999833220511
133,0.037952218329122184
134,0.036715413380243554
135,0.03785237462953482
136,0.03513168981426461
137,0.03222651398881206
138,0.028944628352003742
139,0.028919557030092743
140,0.029910458229782534
141,0.03012804594481816
142,0.030487530622051784
143,0.032037152710352935
144,0.030590292642709068
145,0.02626512002305781
146,0.0274301541130798
147,0.027692659013267264
148,0.02834990843703645
149,0.02933955527065233
150,0.030945153445001865
151,0.030668146537041502
152,0.03153123999347064
153,0.031045704325462532
154,0.030867961932754383
155,0.030334753954110658
156,0.0315152084270668
157,0.03097646139823444
158,0.03173547766957676
159,0.03136537247958977
160,0.029430986397769494
161,0.028929355165088464
162,0.03105751840593419
163,0.028819182144872037
164,0.028912779613397464
165,0.028165945412573994
166,0.029228441475880468
167,0.03004745932439613
168,0.032159936589491026
169,0.0326591582873413
170,0.03139783560157919
171,0.03334323578550765
172,0.032600545472606934
173,0.03432423325305775
174,0.03370961147636417
175,0.8434385256242606
176,0.845678055453041
177,0.8568256835498325
178,0.8614990419523118
179,0.8583434664992676
180,0.8667147984848743
181,0.8661412203980966
182,0.8567778128445627
183,0.8506029526523013
184,0.8502816813415338
185,0.8573141695380451
186,0.8657760718740497
187,0.8631511700681939
188,0.8694815716536204
189,0.8737457507229277
190,0.8732803041115829
191,0.8871746867185532
192,0.906341349129335
193,0.9077294459863121
194,0.9032481335896797
195,0.8911966963376722
196,0.8793502071425575
197,0.8810809251328665
